No,Scopus_Match_Key,Scopus_ISSN,Scopus_EISSN,Scopus_Title,Active or Inactive,Coverage,Titles Discontinued by Scopus,Source Type,"Top level:

Life Sciences","Top level:

Social Sciences","Top level:

Physical Sciences","Top level:

Health Sciences","1000 
General","1100
Agricultural and Biological Sciences","1200
Arts and Humanities","1300
Biochemistry, Genetics and Molecular Biology","1400
Business, Management and Accounting","1500
Chemical Engineering","1600
Chemistry","1700
Computer Science","1800
Decision Sciences","1900
Earth and Planetary Sciences","2000
Economics, Econometrics and Finance","2100
Energy","2200
Engineering","2300
Environmental Science","2400
Immunology and Microbiology","2500
Materials Science","2600
Mathematics","2700
Medicine","2800
Neuroscience","2900
Nursing","3000
Pharmacology, Toxicology and Pharmaceutics","3100
Physics and Astronomy","3200
Psychology","3300
Social Sciences","3400
Veterinary","3500
Dentistry","3600
Health Professions"
2343,0038-271X,0038-271X,1996-8450,South African Statistical Journal,Active,1996-2025,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2344,1391-5614,1391-5614,0973-077X,South Asia Economic Journal,Active,2000-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2345,2277-9779,2277-9779,2321-0303,South Asian Journal of Business and Management Cases,Active,2015-2026; 2012,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2346,2398-628X,2398-628X,2398-6298,South Asian Journal of Business Studies,Active,2017-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2347,2322-0937,2322-0937,2349-5790,South Asian Journal of Human Resources Management,Active,2014-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2348,2277-9787,2277-9787,2321-0273,South Asian Journal of Macroeconomics and Public Finance,Active,2012-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,0038-4038,0038-4038,,Southern Economic Journal,Active,1975-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2353,1138-4891,1138-4891,1988-4672,Revista de Contabilidad-Spanish Accounting Review,Active,2009-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2354,1435-5469,1435-5469,1435-5477,Spanish Economic Review,Inactive,1999-2009,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2355,0210-2412,0210-2412,2332-0753,Revista Espanola de Financiacion y Contabilidad,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2356,2444-9709,2444-9695,2444-9709,Spanish Journal of Marketing - ESIC,Active,2016-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2357,2173-1268,2173-1268,,Spanish Review of Financial Economics,Inactive,2011-2017,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2358,1742-1772,1742-1772,1742-1780,Spatial Economic Analysis,Active,2006-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,Earth and Planetary Sciences ,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2359,1743-0437,1743-0437,1743-0445,Sport in Society,Active,2005-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2360,1938-6974,1938-6974,2163-2367,Sport Management Education Journal,Active,2013-2026; 2009-2011,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2361,1441-3523,1441-3523,,Sport Management Review,Active,1998-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
2362,1061-6934,1061-6934,1557-2528,Sport Marketing Quarterly,Active,2020-2026; 2017-2018; 2012; 2004-2005; 1999-2002; 1996; 1993-1994,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2363,0888-4781,0888-4781,1543-2793,Sport Psychologist,Active,1996-2026; 1991-1992; 1989,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,Psychology ,,,,
2364,2042-678X,2042-678X,2042-6798,"Sport, Business and Management: An International Journal",Active,2011-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2365,1357-3322,1357-3322,1470-1243,"Sport, Education and Society",Active,1996-2026,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,Social Sciences ,,,Health Professions 
2366,0813-2577,0813-2577,,Sporting Traditions,Active,2019-2025,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,0731-5082,0731-5082,,Stanford Journal of International Law,Inactive,2019; 1996-2017; 1989,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,0039-0402,0039-0402,1467-9574,Statistica Neerlandica,Active,1948-2026; 1946,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2373,1017-0405,1017-0405,,Statistica Sinica,Active,1996-2024,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2374,1387-0874,1387-0874,1572-9311,Statistical Inference for Stochastic Processes,Active,2005-2025; 2001,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2375,1874-7655,1874-7655,,Statistical Journal of the IAOS,Active,2011-2026; 2007-2009,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2376,1572-3127,1572-3127,,Statistical Methodology,Inactive,2004-2016,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2377,1618-2510,1618-2510,1613-981X,Statistical Methods and Applications,Active,2000-2026; 1996-1997,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2378,0962-2802,0962-2802,1477-0334,Statistical Methods in Medical Research,Active,1992-2026,,Journal,,,Physical Sciences,Health Sciences,,,,,,,,,,,,,,,,,Mathematics ,Medicine ,,,,,,,,,Health Professions 
2379,1471-082X,1471-082X,,Statistical Modelling,Active,2001-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2380,0932-5026,0932-5026,1613-9798,Statistical Papers,Active,1988-2026; 1983,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2381,0883-4237,0883-4237,2168-8745,Statistical Science,Active,1986-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2382,0233-1888,0233-1888,1029-4910,Statistics,Active,1985-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2383,0167-7152,0167-7152,,Statistics and Probability Letters,Active,1982-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2384,2196-7040,2193-1402,2196-7040,Statistics and Risk Modeling,Active,2011-2026; 1982-2002,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2385,0960-3174,0960-3174,1573-1375,Statistics and Computing,Active,1991-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2386,1570-1824,,1570-1824,Statistics Education Research Journal,Active,2011-2025,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,Social Sciences ,,,
2387,0277-6715,0277-6715,1097-0258,Statistics in Medicine,Active,1982-2026,,Journal,,,Physical Sciences,Health Sciences,,,,,,,,,,,,,,,,,Mathematics ,Medicine ,,,,,,,,,
2388,0144-3593,0144-3593,1464-3863,Statute Law Review,Active,1980-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2389,0736-2994,0736-2994,1532-9356,Stochastic Analysis and Applications,Active,1983-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2390,1436-3240,1436-3240,1436-3259,Stochastic Environmental Research and Risk Assessment,Active,1999-2026; 1996,,Journal,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,Environmental Science ,,,Mathematics ,,,,,,,,,,
2391,1532-6349,1532-6349,1532-4214,Stochastic Models,Active,2002-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2392,0304-4149,0304-4149,,Stochastic Processes and their Applications,Active,1973-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2393,1744-2508,1744-2508,1744-2516,Stochastics,Active,2007-2026; 1979-1984; 1975,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2394,1099-1697,1086-1718,1099-1697,Strategic Change,Active,1992-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2395,1932-4391,1932-4391,1932-443X,Strategic Entrepreneurship Journal,Active,2010-2026; 2007-2008,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2396,0143-2095,0143-2095,1097-0266,Strategic Management Journal,Active,1980-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2397,1476-1270,1476-1270,1741-315X,Strategic Organization,Active,2003-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2398,1087-8572,1087-8572,1758-9568,Strategy and Leadership,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2399,2333-2050,2333-2050,2333-2077,Strategy Science,Active,2016-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
2400,1532-3005,1532-2998,1532-3005,Stress and Health,Active,2001-2026,,Journal,,Social Sciences,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,Psychology ,,,,
2401,0954-349X,0954-349X,,Structural Change and Economic Dynamics,Active,1990-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2402,1070-5511,1070-5511,1532-8007,Structural Equation Modeling,Active,1994-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,Social Sciences ,,,
2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1418-2106,1418-2106,2063-0476,Studies in Agricultural Economics,Active,2011-2026,,Journal,Life Sciences,Social Sciences,,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2405,1842-4120,1842-4120,2344-5416,Studies in Business and Economics,Active,2018-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,Psychology ,,,,
2406,0039-3606,0039-3606,1936-6167,Studies in Comparative International Development,Active,1972-2026; 1965-1970,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2407,1086-7376,1086-7376,1755-6791,Studies in Economics and Finance,Active,2006-2026; 2002-2004; 1993-1998; 1989-1991; 1977-1987,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2408,0307-5079,0307-5079,1470-174X,Studies in Higher Education,Active,1976-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2409,2321-0222,2321-0222,2321-8398,Studies in Microeconomics,Active,2013-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2410,1081-1826,1081-1826,1558-3708,Studies in Nonlinear Dynamics and Econometrics,Active,2002-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,Mathematics ,,,,,,,Social Sciences ,,,
2411,0707-8552,0707-8552,1918-7033,Studies in Political Economy,Active,2004-2025,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2412,0039-4696,0039-4696,,Suffolk University law review,Inactive,2003; 1997; 1990-1994; 1988; 1983-1984; 1973-1981,,Journal,,,,Health Sciences,,,,,,,,,,,,,,,,,,Medicine ,,,,,,,,,
2413,1625-8312,1625-8312,1624-6039,Supply Chain Forum,Active,2013-2026; 2001-2003,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
2414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,1359-8546,1359-8546,1758-6852,Supply Chain Management,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2416,0039-6338,0039-6338,1468-2699,Survival,Active,1959-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2417,2040-8021,2040-8021,2040-803X,"Sustainability Accounting, Management and Policy Journal",Active,2010-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,Energy ,,,,,,,,,,,,,,,
2418,1099-1719,0968-0802,1099-1719,Sustainable Development,Active,1993-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,Energy ,,,,,,,,,,,,Social Sciences ,,,
2419,2666-1888,2666-1888,,Sustainable Futures,Active,2019-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,Social Sciences ,,,
2420,1400-1829,1400-1829,,Swedish Economic Policy Review,Inactive,2006-2008,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1099-1727,0883-7066,1099-1727,System Dynamics Review,Active,1985-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,Mathematics ,,,,,,,Social Sciences ,,,
2423,1094-429X,1094-429X,1573-9295,Systemic Practice and Action Research,Active,1998-2026; 1996,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2424,1092-7026,1092-7026,1099-1743,Systems Research and Behavioral Science,Active,1996-2026; 1985-1988; 1980-1982; 1975-1977; 1973; 1969; 1966-1967; 1964,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,Social Sciences ,,,
2425,1588-9734,1588-9734,1589-021X,Tarsadalom as Gazdasag,Inactive,2007-2008,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
2426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,1352-7592,1352-7592,1758-6860,Team Performance Management,Inactive,1995-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2433,0040-1625,0040-1625,,Technological Forecasting and Social Change,Active,1970-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,Psychology ,,,,
2434,2754-1312,2754-1312,2754-1320,Technological Sustainability,Active,2022-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,,,,
2435,0953-7325,0953-7325,1465-3990,Technology Analysis and Strategic Management,Active,1989-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,Decision Sciences ,,,,,,,,,,,,,,,,,,
2436,0160-791X,0160-791X,,Technology in Society,Active,1979-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2437,0040-1706,0040-1706,1537-2723,Technometrics,Active,1959-2026,,Journal,,,Physical Sciences,,,,,,,,,,,,,,,,,,Mathematics ,,,,,,,,,,
2438,0166-4972,0166-4972,,Technovation,Active,1981-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,,,Engineering ,,,,,,,,,,,,,,
2439,0736-5853,0736-5853,,Telematics and Informatics,Active,1984-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,Computer Science ,,,,,Engineering ,,,,,,,,,,,Social Sciences ,,,
2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,0001-4826,0001-4826,1558-7967,Accounting Review,Active,1996-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,0002-8282,0002-8282,1944-7981,American Economic Review,Active,1978-2026; 1973-1975,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2445,0003-1232,0003-1232,1936-4784,American Sociologist,Active,2004-2026; 2002; 1987-1997; 1981; 1978-1979; 1973-1975,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2446,0003-1305,0003-1305,1537-2731,American Statistician,Active,1947-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2447,0570-1864,0570-1864,1432-0592,Annals of Regional Science,Active,1967-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,,,,,,Environmental Science ,,,,,,,,,,Social Sciences ,,,
2448,0004-9018,0004-9018,1467-8462,Australian Economic Review,Active,1968-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2449,1364-985X,1364-985X,1467-8489,Australian Journal of Agricultural and Resource Economics,Active,1996-2026,,Journal,Life Sciences,Social Sciences,,,,Agricultural and Biological Sciences ,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2450,1822-427X,1822-427X,1822-4288,Baltic Journal of Road and Bridge Engineering,Active,2008-2025,,Journal,,,Physical Sciences,,,,,,,,,,,,,,Engineering ,,,,,,,,,,,,,,
2451,1935-1682,,1935-1682,B.E. Journal of Economic Analysis and Policy,Active,2005-2026; 2001,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2452,1935-1690,,1935-1690,B.E. Journal of Macroeconomics,Active,2007-2026; 2001,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2453,1935-1704,2194-6124,1935-1704,B.E. Journal of Theoretical Economics,Active,2007-2026; 2001-2003,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2454,0888-045X,0888-045X,2054-1724,Bottom Line,Active,1988-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,0007-6899,0007-6899,,Business Lawyer,Active,2014-2026; 1995-2012; 1979,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2457,1544-9106,,1544-9106,CASE Journal,Active,2017-2026; 2012; 2009; 2004-2006,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2458,0305-7410,0305-7410,1468-2648,China Quarterly,Active,1960-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2459,1680-2012,1680-2012,,China Review,Active,2005-2026,,Journal,,Social Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,Social Sciences ,,,
2460,1097-1475,1097-1475,1558-0954,Chinese Economy,Active,2008-2026,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,1035-3046,1035-3046,1838-2673,Economic and Labour Relations Review,Active,1990-2026,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2463,0013-0117,0013-0117,1468-0289,Economic History Review,Active,1927-2026,,Journal,,Social Sciences,,,,,Arts and Humanities ,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2464,0013-0133,0013-0133,1468-0297,Economic Journal,Active,1988-2026; 1979-1986; 1976; 1973; 1970; 1963; 1961,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2465,0013-0249,0013-0249,1475-4932,Economic Record,Active,1934-2026; 1925-1932,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2466,1935-7524,,1935-7524,Electronic Journal of Statistics,Active,2007-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,,,,,Decision Sciences ,,,,,,,,Mathematics ,,,,,,,,,,
2467,0963-8180,0963-8180,1468-4497,European Accounting Review,Active,1992-2026,,Journal,,Social Sciences,Physical Sciences,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,Engineering ,,,,,,,,,,,,,,
2468,1351-847X,1351-847X,1466-4364,European Journal of Finance,Active,2000-2026; 1995-1998,,Journal,,Social Sciences,,,,,,,,,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,,,,
2469,1066-3487,1066-3487,2476-1699,Florida Tax Review,Active,2018-2025,,Journal,,Social Sciences,,,,,,,"Business, Management and Accounting ",,,,,,"Economics, Econometrics and Finance ",,,,,,,,,,,,,Social Sciences ,,,
